Time,Machine name,Batch,LT left temp,LT right temp,LT dwell,LT UPH,RT left temp,RT right temp,RT dwell,RT UPH
00:00:25.052,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.6,198.9,200,N/A
00:00:55.302,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.6,198.9,200,N/A
00:01:25.552,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.6,198.9,200,N/A
00:01:55.702,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.6,198.9,200,N/A
00:02:26.042,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.6,198.9,200,N/A
00:02:56.292,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.4,198.9,200,N/A
00:03:26.532,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.5,198.9,200,N/A
00:03:56.792,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.4,198.9,200,N/A
00:04:27.022,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.5,198.9,200,N/A
00:04:57.262,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.5,198.9,200,N/A
00:05:27.502,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.3,198.9,200,N/A
00:05:57.752,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.5,198.9,200,N/A
00:06:27.992,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,198.5,198.9,200,N/A
00:06:58.232,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.6,198.9,200,N/A
00:07:28.502,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.5,198.9,200,N/A
00:07:58.742,T7X0,DRJH8CX.21,198.9,199.1,N/A,N/A,199.4,198.9,200,N/A
00:08:28.982,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.5,198.9,200,N/A
00:08:59.232,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.3,198.9,200,N/A
00:09:29.472,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.5,198.9,200,N/A
00:09:59.722,T7X0,DRJH8CX.21,198.3,199.1,N/A,N/A,198.5,198.9,200,N/A
00:10:29.972,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.5,198.9,200,N/A
00:11:00.212,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.6,198.9,200,N/A
00:11:30.452,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.6,198.9,200,N/A
00:12:00.702,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.4,198.9,200,N/A
00:12:30.942,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,198.7,198.9,200,N/A
00:13:01.182,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.9,198.9,200,N/A
00:13:31.432,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.3,198.9,200,N/A
00:14:01.672,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.3,198.9,200,N/A
00:14:31.922,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.3,198.9,200,N/A
00:15:02.152,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.3,198.9,200,N/A
00:15:32.402,T7X0,DRJH8CX.21,199.4,199.1,N/A,N/A,199.3,198.9,200,N/A
00:16:02.642,T7X0,DRJH8CX.21,198.3,199.1,N/A,N/A,199.3,198.9,200,N/A
00:16:32.882,T7X0,DRJH8CX.21,199.6,199.1,N/A,N/A,199.3,198.9,200,N/A
00:17:02.922,T7X0,DRJH8CX.21,199.6,199.1,N/A,N/A,199.3,198.9,200,N/A
00:17:33.372,T7X0,DRJH8CX.21,199.7,199.1,N/A,N/A,198.2,198.9,200,N/A
00:18:03.622,T7X0,DRJH8CX.21,199.7,199.1,N/A,N/A,199.3,198.9,200,N/A
00:18:33.862,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.3,198.9,200,N/A
00:19:04.112,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.2,198.9,200,N/A
00:19:34.362,T7X0,DRJH8CX.21,199.5,199.1,N/A,N/A,199.2,198.9,200,N/A
00:20:04.592,T7X0,DRJH8CX.21,199.5,199.1,N/A,N/A,199.2,198.9,200,N/A
00:20:34.842,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.2,198.9,200,N/A
00:21:05.102,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.2,198.9,200,N/A
00:21:35.342,T7X0,DRJH8CX.21,199.9,199.1,N/A,N/A,197.9,198.9,200,N/A
00:22:05.582,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.2,199.0,200,N/A
00:22:35.822,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.2,199.0,200,N/A
00:23:06.082,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.2,199.0,200,N/A
00:23:36.312,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.1,199.0,200,N/A
00:24:06.562,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:24:36.812,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:25:07.052,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:25:37.292,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:26:07.532,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:26:37.782,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:27:08.032,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.9,199.0,200,N/A
00:27:38.272,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.8,199.0,200,N/A
00:28:08.512,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.8,199.0,200,N/A
00:28:38.752,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.8,199.0,200,N/A
00:29:09.002,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.8,199.0,200,N/A
00:29:39.232,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.9,199.0,200,N/A
00:30:09.482,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.7,199.0,200,N/A
00:30:39.732,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,198.7,199.0,200,N/A
00:31:09.972,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,198.7,199.0,200,N/A
00:31:40.222,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,198.8,199.0,200,N/A
00:32:10.472,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.3,199.0,200,N/A
00:32:40.712,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.3,199.0,200,N/A
00:33:10.952,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.3,199.0,200,N/A
00:33:41.192,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.4,199.0,200,N/A
00:34:11.322,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.4,199.0,200,N/A
00:34:41.692,T7X0,DRJH8CX.21,198.8,199.1,N/A,N/A,199.4,199.0,200,N/A
00:35:11.932,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.4,199.0,200,N/A
00:35:42.182,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,198.0,199.0,200,N/A
00:36:12.422,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.1,199.0,200,N/A
00:36:42.672,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.1,199.0,200,N/A
00:37:12.922,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.3,199.0,200,N/A
00:37:43.162,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.3,199.0,200,N/A
00:38:13.402,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.7,199.0,200,N/A
00:38:43.652,T7X0,DRJH8CX.21,198.7,199.1,N/A,N/A,199.4,199.0,200,N/A
00:39:13.892,T7X0,DRJH8CX.21,199.8,199.1,N/A,N/A,199.4,199.0,200,N/A
00:39:44.062,T7X0,DRJH8CX.21,199.8,199.1,N/A,N/A,198.2,199.0,200,N/A
00:40:14.372,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.4,199.0,200,N/A
00:40:44.622,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.4,199.0,200,N/A
00:41:14.862,T7X0,DRJH8CX.21,199.7,199.1,N/A,N/A,199.4,199.0,200,N/A
00:41:45.102,T7X0,DRJH8CX.21,198.6,198.0,N/A,N/A,199.5,199.0,200,N/A
00:42:15.352,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.5,199.0,200,N/A
00:42:45.542,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.5,199.0,200,N/A
00:43:15.722,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.4,199.0,200,N/A
00:43:46.092,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.7,199.0,200,N/A
00:44:16.322,T7X0,DRJH8CX.21,198.6,199.1,N/A,N/A,199.0,199.0,200,N/A
