Time,Machine name,Batch
06:31:28.193,T3X0_001,Default
06:31:58.472,T3X0_001,Default
06:32:28.737,T3X0_001,Default
06:32:59.016,T3X0_001,Default
06:33:29.296,T3X0_001,Default
06:33:59.560,T3X0_001,Default
06:34:29.825,T3X0_001,Default
06:35:00.073,T3X0_001,Default
06:35:30.322,T3X0_001,Default
06:36:00.602,T3X0_001,Default
06:36:30.866,T3X0_001,Default
06:37:01.130,T3X0_001,Default
06:37:31.410,T3X0_001,Default
06:38:01.689,T3X0_001,Default
06:38:31.954,T3X0_001,Default
06:39:02.233,T3X0_001,Default
06:39:32.497,T3X0_001,Default
06:40:02.746,T3X0_001,Default
06:40:33.025,T3X0_001,Default
06:41:03.289,T3X0_001,Default
06:41:33.569,T3X0_001,Default
06:42:03.833,T3X0_001,Default
06:42:34.097,T3X0_001,Default
06:43:04.376,T3X0_001,Default
06:43:34.656,T3X0_001,Default
06:44:04.920,T3X0_001,Default
06:44:35.184,T3X0_001,Default
06:45:05.432,T3X0_001,Default
06:45:35.712,T3X0_001,Default
06:46:05.976,T3X0_001,Default
06:46:36.256,T3X0_001,Default
06:47:06.520,T3X0_001,Default
06:47:36.768,T3X0_001,Default
06:48:07.048,T3X0_001,Default
06:48:37.312,T3X0_001,Default
06:49:07.591,T3X0_001,Default
06:49:37.871,T3X0_001,Default
06:50:08.150,T3X0_001,Default
06:50:38.430,T3X0_001,Default
06:51:08.678,T3X0_001,Default
06:51:38.942,T3X0_001,Default
06:52:09.222,T3X0_001,Default
06:52:39.502,T3X0_001,Default
06:53:09.750,T3X0_001,Default
06:53:40.014,T3X0_001,Default
06:54:10.262,T3X0_001,Default
06:54:40.526,T3X0_001,Default
06:55:10.790,T3X0_001,Default
06:55:41.054,T3X0_001,Default
06:56:11.303,T3X0_001,Default
06:56:41.567,T3X0_001,Default
06:57:11.846,T3X0_001,Default
06:57:42.095,T3X0_001,Default
06:58:12.359,T3X0_001,Default
06:58:42.638,T3X0_001,Default
06:59:12.902,T3X0_001,Default
06:59:43.166,T3X0_001,Default
07:00:13.446,T3X0_001,Default
07:00:43.726,T3X0_001,Default
07:01:13.974,T3X0_001,Default
07:01:44.254,T3X0_001,Default
07:02:14.518,T3X0_001,Default
07:02:44.797,T3X0_001,Default
07:03:15.061,T3X0_001,Default
07:03:45.356,T3X0_001,Default
07:04:15.636,T3X0_001,Default
07:04:45.900,T3X0_001,Default
07:05:16.164,T3X0_001,Default
07:05:46.428,T3X0_001,Default
07:06:16.708,T3X0_001,Default
07:06:46.956,T3X0_001,Default
07:07:17.236,T3X0_001,Default
07:07:47.500,T3X0_001,Default
07:08:17.795,T3X0_001,Default
07:08:48.059,T3X0_001,Default
07:09:18.323,T3X0_001,Default
07:09:48.571,T3X0_001,Default
07:10:18.835,T3X0_001,Default
07:10:49.099,T3X0_001,Default
07:11:19.348,T3X0_001,Default
07:11:49.627,T3X0_001,Default
07:12:19.876,T3X0_001,Default
07:12:50.140,T3X0_001,Default
07:13:20.404,T3X0_001,Default
07:13:50.668,T3X0_001,Default
07:14:20.947,T3X0_001,Default
07:14:51.211,T3X0_001,Default
07:15:21.475,T3X0_001,Default
07:15:51.755,T3X0_001,Default
07:16:22.003,T3X0_001,Default
07:16:52.267,T3X0_001,Default
07:17:22.516,T3X0_001,Default
07:17:52.780,T3X0_001,Default
07:18:23.075,T3X0_001,Default
07:18:53.354,T3X0_001,Default
07:19:23.618,T3X0_001,Default
07:19:53.882,T3X0_001,Default
07:20:24.131,T3X0_001,Default
07:20:54.410,T3X0_001,Default
07:21:24.674,T3X0_001,Default
07:21:54.923,T3X0_001,Default
07:22:25.202,T3X0_001,Default
07:22:55.466,T3X0_001,Default
07:23:25.730,T3X0_001,Default
07:23:55.994,T3X0_001,Default
07:24:26.258,T3X0_001,Default
07:24:56.538,T3X0_001,Default
07:25:26.818,T3X0_001,Default
07:25:57.066,T3X0_001,Default
07:26:27.346,T3X0_001,Default
07:26:57.610,T3X0_001,Default
07:27:27.889,T3X0_001,Default
07:27:58.153,T3X0_001,Default
07:28:28.417,T3X0_001,Default
07:28:58.681,T3X0_001,Default
07:29:28.945,T3X0_001,Default
07:29:59.209,T3X0_001,Default
07:30:29.473,T3X0_001,Default
07:30:59.753,T3X0_001,Default
07:31:30.017,T3X0_001,Default
07:32:00.281,T3X0_001,Default
07:32:30.545,T3X0_001,Default
07:33:00.824,T3X0_001,Default
07:33:31.088,T3X0_001,Default
07:34:01.352,T3X0_001,Default
07:34:31.632,T3X0_001,Default
07:35:01.912,T3X0_001,Default
07:35:32.191,T3X0_001,Default
07:36:02.471,T3X0_001,Default
07:36:32.750,T3X0_001,Default
07:37:03.014,T3X0_001,Default
07:37:33.278,T3X0_001,Default
07:38:03.542,T3X0_001,Default
07:38:33.822,T3X0_001,Default
07:39:04.086,T3X0_001,Default
07:39:34.366,T3X0_001,Default
07:40:04.645,T3X0_001,Default
07:40:34.925,T3X0_001,Default
07:41:05.173,T3X0_001,Default
07:41:35.453,T3X0_001,Default
07:42:05.717,T3X0_001,Default
07:42:35.996,T3X0_001,Default
07:43:06.260,T3X0_001,Default
07:43:36.571,T3X0_001,Default
07:44:06.820,T3X0_001,Default
07:44:37.099,T3X0_001,Default
07:45:07.363,T3X0_001,Default
07:45:37.612,T3X0_001,Default
07:46:07.907,T3X0_001,Default
07:46:38.155,T3X0_001,Default
07:47:08.419,T3X0_001,Default
07:47:38.668,T3X0_001,Default
07:48:08.932,T3X0_001,Default
07:48:39.211,T3X0_001,Default
07:49:09.491,T3X0_001,Default
07:49:39.755,T3X0_001,Default
07:50:10.019,T3X0_001,Default
07:50:40.267,T3X0_001,Default
07:51:10.578,T3X0_001,Default
07:51:40.858,T3X0_001,Default
07:52:11.137,T3X0_001,Default
07:52:41.417,T3X0_001,Default
07:53:11.665,T3X0_001,Default
07:53:41.945,T3X0_001,Default
07:54:12.209,T3X0_001,Default
07:54:42.488,T3X0_001,Default
07:55:12.752,T3X0_001,Default
07:55:43.048,T3X0_001,Default
07:56:13.312,T3X0_001,Default
07:56:43.622,T3X0_001,Default
07:57:13.902,T3X0_001,Default
07:57:44.182,T3X0_001,Default
07:58:14.461,T3X0_001,Default
07:58:44.710,T3X0_001,Default
07:59:14.989,T3X0_001,Default
07:59:45.238,T3X0_001,Default
08:00:15.517,T3X0_001,Default
08:00:45.766,T3X0_001,Default
08:01:16.014,T3X0_001,Default
08:01:46.278,T3X0_001,Default
08:02:16.542,T3X0_001,Default
08:02:46.806,T3X0_001,Default
08:03:17.070,T3X0_001,Default
08:03:47.334,T3X0_001,Default
08:04:17.614,T3X0_001,Default
08:04:47.878,T3X0_001,Default
08:05:18.157,T3X0_001,Default
08:05:48.406,T3X0_001,Default
08:06:18.685,T3X0_001,Default
08:06:48.934,T3X0_001,Default
08:07:19.182,T3X0_001,Default
08:07:49.462,T3X0_001,Default
08:08:19.710,T3X0_001,Default
08:08:49.990,T3X0_001,Default
08:09:20.238,T3X0_001,Default
08:09:50.502,T3X0_001,Default
08:10:20.766,T3X0_001,Default
08:10:51.014,T3X0_001,Default
08:11:21.294,T3X0_001,Default
08:11:51.574,T3X0_001,Default
08:12:21.838,T3X0_001,Default
08:12:52.102,T3X0_001,Default
08:13:22.366,T3X0_001,Default
08:13:52.630,T3X0_001,Default
08:14:22.909,T3X0_001,Default
08:14:53.158,T3X0_001,Default
08:15:23.437,T3X0_001,Default
08:15:53.701,T3X0_001,Default
08:16:23.965,T3X0_001,Default
08:16:54.214,T3X0_001,Default
08:17:24.493,T3X0_001,Default
08:17:54.773,T3X0_001,Default
08:18:25.037,T3X0_001,Default
08:18:55.316,T3X0_001,Default
08:19:25.612,T3X0_001,Default
08:19:55.891,T3X0_001,Default
08:20:26.155,T3X0_001,Default
08:20:56.419,T3X0_001,Default
08:21:26.683,T3X0_001,Default
08:21:56.947,T3X0_001,Default
08:22:27.196,T3X0_001,Default
08:22:57.460,T3X0_001,Default
08:23:27.739,T3X0_001,Default
08:23:58.003,T3X0_001,Default
08:24:28.267,T3X0_001,Default
08:24:58.531,T3X0_001,Default
08:25:28.795,T3X0_001,Default
08:25:59.075,T3X0_001,Default
08:26:29.370,T3X0_001,Default
08:26:59.634,T3X0_001,Default
08:27:29.914,T3X0_001,Default
08:28:00.193,T3X0_001,Default
08:28:30.442,T3X0_001,Default
08:29:00.737,T3X0_001,Default
08:29:31.001,T3X0_001,Default
08:30:01.265,T3X0_001,Default
08:30:31.544,T3X0_001,Default
08:31:01.793,T3X0_001,Default
08:31:32.072,T3X0_001,Default
08:32:02.336,T3X0_001,Default
08:32:32.600,T3X0_001,Default
08:33:02.880,T3X0_001,Default
08:33:33.113,T3X0_001,Default
08:34:03.408,T3X0_001,Default
08:34:33.688,T3X0_001,Default
08:35:03.952,T3X0_001,Default
08:35:34.216,T3X0_001,Default
08:36:04.480,T3X0_001,Default
08:36:34.759,T3X0_001,Default
08:37:05.039,T3X0_001,Default
08:37:35.303,T3X0_001,Default
08:38:05.551,T3X0_001,Default
08:38:35.846,T3X0_001,Default
08:39:06.110,T3X0_001,Default
08:39:36.359,T3X0_001,Default
08:40:06.623,T3X0_001,Default
08:40:36.887,T3X0_001,Default
08:41:07.135,T3X0_001,Default
08:41:37.399,T3X0_001,Default
08:42:07.663,T3X0_001,Default
08:42:37.943,T3X0_001,Default
08:43:08.207,T3X0_001,Default
08:43:38.502,T3X0_001,Default
08:44:08.750,T3X0_001,Default
08:44:39.014,T3X0_001,Default
08:45:09.278,T3X0_001,Default
08:45:39.556,T3X0_001,Default
08:46:09.820,T3X0_001,Default
08:46:40.083,T3X0_001,Default
08:47:10.346,T3X0_001,Default
08:47:40.609,T3X0_001,Default
08:48:10.873,T3X0_001,Default
08:48:41.151,T3X0_001,Default
08:49:11.430,T3X0_001,Default
08:49:41.709,T3X0_001,Default
08:50:11.957,T3X0_001,Default
08:50:42.221,T3X0_001,Default
08:51:12.485,T3X0_001,Default
08:51:42.749,T3X0_001,Default
08:52:12.997,T3X0_001,Default
08:52:43.261,T3X0_001,Default
08:53:13.556,T3X0_001,Default
08:53:43.819,T3X0_001,Default
08:54:14.083,T3X0_001,Default
08:54:44.347,T3X0_001,Default
08:55:14.596,T3X0_001,Default
08:55:44.860,T3X0_001,Default
08:56:15.124,T3X0_001,Default
08:56:45.403,T3X0_001,Default
08:57:15.667,T3X0_001,Default
08:57:45.931,T3X0_001,Default
08:58:16.180,T3X0_001,Default
08:58:46.475,T3X0_001,Default
08:59:16.708,T3X0_001,Default
08:59:47.003,T3X0_001,Default
09:00:17.267,T3X0_001,Default
09:00:47.546,T3X0_001,Default
09:01:17.795,T3X0_001,Default
09:01:48.059,T3X0_001,Default
09:02:18.323,T3X0_001,Default
09:02:48.571,T3X0_001,Default
09:03:18.851,T3X0_001,Default
09:03:49.115,T3X0_001,Default
09:04:19.379,T3X0_001,Default
09:04:49.643,T3X0_001,Default
09:05:19.922,T3X0_001,Default
09:05:50.186,T3X0_001,Default
09:06:20.450,T3X0_001,Default
09:06:50.730,T3X0_001,Default
09:07:20.994,T3X0_001,Default
09:07:51.289,T3X0_001,Default
09:08:21.553,T3X0_001,Default
09:08:51.833,T3X0_001,Default
09:09:22.112,T3X0_001,Default
09:09:52.376,T3X0_001,Default
09:10:22.656,T3X0_001,Default
09:10:52.920,T3X0_001,Default
09:11:23.184,T3X0_001,Default
09:11:53.464,T3X0_001,Default
09:12:23.728,T3X0_001,Default
09:12:54.007,T3X0_001,Default
09:13:24.271,T3X0_001,Default
09:13:54.535,T3X0_001,Default
09:14:24.799,T3X0_001,Default
09:14:55.048,T3X0_001,Default
09:15:25.312,T3X0_001,Default
09:15:55.607,T3X0_001,Default
09:16:25.871,T3X0_001,Default
09:16:56.150,T3X0_001,Default
09:17:26.430,T3X0_001,Default
09:17:56.710,T3X0_001,Default
09:18:26.974,T3X0_001,Default
09:18:57.238,T3X0_001,Default
09:19:27.502,T3X0_001,Default
09:19:57.781,T3X0_001,Default
09:20:28.030,T3X0_001,Default
09:20:58.309,T3X0_001,Default
09:21:28.573,T3X0_001,Default
09:21:58.837,T3X0_001,Default
09:22:29.101,T3X0_001,Default
09:22:59.350,T3X0_001,Default
09:23:29.629,T3X0_001,Default
09:23:59.893,T3X0_001,Default
09:24:30.157,T3X0_001,Default
09:25:00.437,T3X0_001,Default
09:25:30.701,T3X0_001,Default
09:26:00.949,T3X0_001,Default
09:26:31.213,T3X0_001,Default
09:27:01.493,T3X0_001,Default
09:27:31.772,T3X0_001,Default
09:28:02.036,T3X0_001,Default
09:28:32.316,T3X0_001,Default
09:29:02.580,T3X0_001,Default
09:29:32.860,T3X0_001,Default
09:30:03.139,T3X0_001,Default
09:30:33.419,T3X0_001,Default
09:31:03.683,T3X0_001,Default
09:31:33.947,T3X0_001,Default
09:32:04.195,T3X0_001,Default
09:32:34.490,T3X0_001,Default
09:33:04.754,T3X0_001,Default
09:33:35.034,T3X0_001,Default
09:34:05.314,T3X0_001,Default
09:34:35.578,T3X0_001,Default
09:35:05.857,T3X0_001,Default
09:35:36.121,T3X0_001,Default
09:36:06.370,T3X0_001,Default
09:36:36.634,T3X0_001,Default
09:37:06.913,T3X0_001,Default
09:37:37.177,T3X0_001,Default
09:38:07.426,T3X0_001,Default
09:38:37.705,T3X0_001,Default
09:39:07.969,T3X0_001,Default
09:39:38.264,T3X0_001,Default
09:40:08.544,T3X0_001,Default
09:40:38.824,T3X0_001,Default
09:41:09.072,T3X0_001,Default
09:41:39.352,T3X0_001,Default
09:42:09.600,T3X0_001,Default
09:42:39.880,T3X0_001,Default
09:43:10.159,T3X0_001,Default
09:43:40.439,T3X0_001,Default
09:44:10.703,T3X0_001,Default
09:44:40.967,T3X0_001,Default
09:45:11.231,T3X0_001,Default
09:45:41.495,T3X0_001,Default
09:46:11.774,T3X0_001,Default
09:46:42.054,T3X0_001,Default
09:47:12.318,T3X0_001,Default
09:47:42.582,T3X0_001,Default
09:48:12.846,T3X0_001,Default
09:48:43.126,T3X0_001,Default
09:49:13.390,T3X0_001,Default
09:49:43.654,T3X0_001,Default
09:50:13.933,T3X0_001,Default
09:50:44.213,T3X0_001,Default
09:51:14.492,T3X0_001,Default
09:51:44.741,T3X0_001,Default
09:52:15.020,T3X0_001,Default
09:52:45.284,T3X0_001,Default
09:53:15.580,T3X0_001,Default
09:53:45.844,T3X0_001,Default
09:54:16.123,T3X0_001,Default
09:54:46.372,T3X0_001,Default
09:55:16.636,T3X0_001,Default
09:55:46.915,T3X0_001,Default
09:56:17.179,T3X0_001,Default
09:56:47.443,T3X0_001,Default
09:57:17.707,T3X0_001,N/A
09:57:47.971,T3X0_001,N/A
09:58:18.157,T3X0_001,N/A
09:58:48.484,T3X0_001,N/A
09:59:18.560,T3X0_001,N/A
09:59:48.637,T3X0_001,N/A
10:00:19.229,T3X0_001,N/A
10:00:49.508,T3X0_001,cycle run
10:01:19.616,T3X0_001,cycle run
10:01:50.208,T3X0_001,cycle run
10:02:20.503,T3X0_001,cycle run
10:02:50.767,T3X0_001,cycle run
10:03:21.031,T3X0_001,cycle run
10:03:51.311,T3X0_001,cycle run
10:04:21.575,T3X0_001,cycle run
10:04:52.229,T3X0_001,cycle run
10:05:22.493,T3X0_001,cycle run
10:05:52.913,T3X0_001,cycle run
10:06:23.161,T3X0_001,cycle run
10:06:53.441,T3X0_001,cycle run
10:07:23.720,T3X0_001,cycle run
10:07:53.922,T3X0_001,cycle run
10:08:24.092,T3X0_001,N/A
10:08:54.965,T3X0_001,N/A
10:09:25.213,T3X0_001,N/A
10:09:55.493,T3X0_001,N/A
10:10:25.523,T3X0_001,N/A
10:10:55.600,T3X0_001,N/A
10:11:26.269,T3X0_001,N/A
10:11:56.330,T3X0_001,N/A
10:12:26.376,T3X0_001,N/A
10:12:56.390,T3X0_001,N/A
10:13:26.530,T3X0_001,N/A
10:13:56.591,T3X0_001,N/A
10:14:26.730,T3X0_001,N/A
10:14:56.978,T3X0_001,N/A
10:15:27.196,T3X0_001,N/A
10:15:57.210,T3X0_001,N/A
10:16:27.287,T3X0_001,N/A
10:16:57.520,T3X0_001,N/A
10:17:27.581,T3X0_001,N/A
10:17:57.689,T3X0_001,N/A
10:18:27.844,T3X0_001,N/A
10:18:57.874,T3X0_001,N/A
10:19:27.888,T3X0_001,N/A
10:19:57.949,T3X0_001,N/A
10:20:27.995,T3X0_001,N/A
10:20:58.040,T3X0_001,N/A
10:21:28.460,T3X0_001,N/A
10:21:58.693,T3X0_001,N/A
10:22:28.848,T3X0_001,N/A
10:22:59.252,T3X0_001,N/A
10:23:29.516,T3X0_001,N/A
10:23:59.671,T3X0_001,N/A
10:24:29.748,T3X0_001,N/A
10:24:59.903,T3X0_001,N/A
10:25:29.933,T3X0_001,N/A
10:26:00.103,T3X0_001,N/A
10:26:30.196,T3X0_001,N/A
10:27:00.990,T3X0_001,N/A
10:27:31.020,T3X0_001,N/A
10:28:01.112,T3X0_001,N/A
10:28:31.345,T3X0_001,N/A
10:29:01.625,T3X0_001,N/A
10:29:31.702,T3X0_001,N/A
10:30:01.794,T3X0_001,N/A
10:30:31.886,T3X0_001,N/A
10:31:02.119,T3X0_001,N/A
10:31:32.212,T3X0_001,N/A
10:32:02.351,T3X0_001,N/A
10:32:32.412,T3X0_001,N/A
10:33:02.489,T3X0_001,N/A
10:33:32.644,T3X0_001,N/A
10:34:02.798,T3X0_001,N/A
10:34:32.891,T3X0_001,N/A
10:35:03.170,T3X0_001,N/A
10:35:33.200,T3X0_001,N/A
10:36:03.620,T3X0_001,N/A
10:36:33.635,T3X0_001,N/A
10:37:03.696,T3X0_001,N/A
10:37:33.788,T3X0_001,N/A
10:38:04.068,T3X0_001,N/A
10:38:34.082,T3X0_001,N/A
10:39:04.159,T3X0_001,N/A
10:39:34.423,T3X0_001,N/A
10:40:04.531,T3X0_001,N/A
10:40:34.546,T3X0_001,N/A
10:41:05.168,T3X0_001,N/A
10:41:35.448,T3X0_001,N/A
10:42:05.790,T3X0_001,N/A
10:42:36.397,T3X0_001,N/A
10:43:06.443,T3X0_001,N/A
10:43:36.473,T3X0_001,N/A
10:44:06.550,T3X0_001,N/A
10:44:36.611,T3X0_001,N/A
10:45:06.656,T3X0_001,N/A
10:45:37.014,T3X0_001,N/A
10:46:07.278,T3X0_001,N/A
10:46:37.542,T3X0_001,N/A
10:47:07.806,T3X0_001,N/A
10:47:38.070,T3X0_001,N/A
10:48:08.350,T3X0_001,N/A
10:48:38.426,T3X0_001,N/A
10:49:08.472,T3X0_001,N/A
10:49:38.720,T3X0_001,N/A
10:50:08.969,T3X0_001,N/A
10:50:38.999,T3X0_001,N/A
10:51:09.481,T3X0_001,N/A
10:51:39.527,T3X0_001,N/A
10:52:09.728,T3X0_001,N/A
10:52:39.790,T3X0_001,N/A
10:53:09.804,T3X0_001,N/A
10:53:40.692,T3X0_001,N/A
10:54:10.940,T3X0_001,N/A
10:54:41.204,T3X0_001,N/A
10:55:11.437,T3X0_001,N/A
10:55:41.561,T3X0_001,N/A
10:56:11.934,T3X0_001,N/A
10:56:42.198,T3X0_001,N/A
10:57:12.384,T3X0_001,N/A
10:57:42.648,T3X0_001,N/A
10:58:12.678,T3X0_001,N/A
10:58:42.692,T3X0_001,N/A
10:59:13.471,T3X0_001,N/A
10:59:43.735,T3X0_001,N/A
11:00:13.796,T3X0_001,N/A
11:00:43.826,T3X0_001,N/A
11:01:13.856,T3X0_001,N/A
11:01:44.495,T3X0_001,N/A
11:02:14.603,T3X0_001,N/A
11:02:44.617,T3X0_001,N/A
11:03:15.334,T3X0_001,N/A
11:03:45.348,T3X0_001,N/A
11:04:15.425,T3X0_001,N/A
11:04:45.486,T3X0_001,N/A
11:05:15.500,T3X0_001,N/A
11:05:45.593,T3X0_001,N/A
11:06:15.716,T3X0_001,N/A
11:06:45.980,T3X0_001,N/A
11:07:16.198,T3X0_001,N/A
11:07:46.774,T3X0_001,N/A
11:08:16.913,T3X0_001,N/A
11:08:46.974,T3X0_001,N/A
11:09:17.051,T3X0_001,N/A
11:09:47.190,T3X0_001,N/A
11:10:17.267,T3X0_001,N/A
11:10:47.344,T3X0_001,N/A
11:11:17.639,T3X0_001,N/A
11:11:47.887,T3X0_001,N/A
11:12:17.917,T3X0_001,N/A
11:12:47.932,T3X0_001,N/A
11:13:17.977,T3X0_001,N/A
11:13:48.085,T3X0_001,N/A
11:14:18.115,T3X0_001,N/A
11:14:48.395,T3X0_001,N/A
11:15:18.425,T3X0_001,N/A
11:15:48.455,T3X0_001,N/A
11:16:19.156,T3X0_001,N/A
11:16:49.295,T3X0_001,N/A
11:17:19.543,T3X0_001,N/A
11:17:49.932,T3X0_001,N/A
11:18:19.993,T3X0_001,N/A
11:18:50.008,T3X0_001,N/A
11:19:20.022,T3X0_001,N/A
11:19:50.926,T3X0_001,N/A
11:20:21.002,T3X0_001,N/A
11:20:51.126,T3X0_001,N/A
11:21:21.203,T3X0_001,N/A
11:21:51.248,T3X0_001,N/A
11:22:21.263,T3X0_001,N/A
11:22:51.386,T3X0_001,N/A
11:23:21.432,T3X0_001,N/A
11:23:51.462,T3X0_001,N/A
11:24:21.632,T3X0_001,N/A
11:24:52.380,T3X0_001,N/A
11:25:22.660,T3X0_001,N/A
11:25:52.955,T3X0_001,N/A
11:26:23.250,T3X0_001,N/A
11:26:53.514,T3X0_001,N/A
11:27:23.794,T3X0_001,N/A
11:27:54.073,T3X0_001,N/A
11:28:24.103,T3X0_001,N/A
11:28:54.944,T3X0_001,N/A
11:29:25.193,T3X0_001,test cycle run
11:29:55.426,T3X0_001,test cycle run
11:30:25.674,T3X0_001,test cycle run
11:30:55.954,T3X0_001,test cycle run
11:31:26.218,T3X0_001,test cycle run
11:31:56.294,T3X0_001,test cycle run
11:32:26.621,T3X0_001,test cycle run
11:32:56.978,T3X0_001,test cycle run
11:33:27.227,T3X0_001,test cycle run
11:33:57.491,T3X0_001,test cycle run
11:34:27.521,T3X0_001,test cycle run
11:34:57.535,T3X0_001,test cycle run
11:35:28.314,T3X0_001,test cycle run
11:35:58.609,T3X0_001,test cycle run
11:36:28.624,T3X0_001,N/A
11:36:58.716,T3X0_001,N/A
11:37:28.762,T3X0_001,N/A
11:37:58.776,T3X0_001,N/A
11:38:28.915,T3X0_001,N/A
11:38:59.179,T3X0_001,N/A
11:39:29.412,T3X0_001,N/A
11:39:59.645,T3X0_001,N/A
11:40:29.737,T3X0_001,N/A
11:40:59.954,T3X0_001,N/A
11:41:30.562,T3X0_001,N/A
11:42:00.732,T3X0_001,N/A
11:42:31.058,T3X0_001,N/A
11:43:01.073,T3X0_001,N/A
11:43:31.555,T3X0_001,N/A
11:44:01.601,T3X0_001,N/A
11:44:31.771,T3X0_001,N/A
11:45:01.957,T3X0_001,N/A
11:45:32.143,T3X0_001,N/A
11:46:02.220,T3X0_001,N/A
11:46:32.390,T3X0_001,N/A
11:47:02.467,T3X0_001,N/A
11:47:32.528,T3X0_001,N/A
11:48:02.543,T3X0_001,N/A
11:48:32.666,T3X0_001,N/A
11:49:03.258,T3X0_001,N/A
11:49:33.319,T3X0_001,N/A
11:50:03.505,T3X0_001,N/A
11:50:33.520,T3X0_001,N/A
11:51:03.674,T3X0_001,N/A
11:51:34.048,T3X0_001,N/A
11:52:04.327,T3X0_001,N/A
11:52:34.607,T3X0_001,N/A
11:53:04.886,T3X0_001,N/A
11:53:35.166,T3X0_001,N/A
11:54:05.477,T3X0_001,N/A
11:54:35.741,T3X0_001,N/A
11:55:06.020,T3X0_001,N/A
11:55:36.284,T3X0_001,N/A
11:56:06.564,T3X0_001,N/A
11:56:36.828,T3X0_001,N/A
11:57:07.108,T3X0_001,N/A
11:57:37.403,T3X0_001,N/A
11:58:07.667,T3X0_001,N/A
11:58:37.931,T3X0_001,N/A
11:59:08.179,T3X0_001,N/A
11:59:38.459,T3X0_001,N/A
12:00:08.723,T3X0_001,N/A
12:00:39.018,T3X0_001,N/A
12:01:09.282,T3X0_001,N/A
12:01:39.546,T3X0_001,N/A
12:02:09.794,T3X0_001,N/A
12:02:40.058,T3X0_001,N/A
12:03:10.322,T3X0_001,N/A
12:03:40.602,T3X0_001,N/A
12:04:10.882,T3X0_001,N/A
12:04:41.161,T3X0_001,N/A
12:05:11.410,T3X0_001,N/A
12:05:41.674,T3X0_001,N/A
12:06:11.938,T3X0_001,N/A
12:06:42.202,T3X0_001,N/A
12:07:12.466,T3X0_001,N/A
12:07:42.714,T3X0_001,N/A
12:08:12.978,T3X0_001,N/A
12:08:43.242,T3X0_001,N/A
12:09:13.506,T3X0_001,N/A
12:09:43.770,T3X0_001,N/A
12:10:14.034,T3X0_001,N/A
12:10:44.314,T3X0_001,N/A
12:11:14.578,T3X0_001,N/A
12:11:44.842,T3X0_001,N/A
12:12:15.121,T3X0_001,N/A
12:12:45.385,T3X0_001,N/A
12:13:15.680,T3X0_001,N/A
12:13:45.944,T3X0_001,N/A
12:14:16.193,T3X0_001,N/A
12:14:46.488,T3X0_001,N/A
12:15:16.768,T3X0_001,N/A
12:15:47.032,T3X0_001,N/A
12:16:17.296,T3X0_001,N/A
12:16:47.544,T3X0_001,N/A
12:17:17.808,T3X0_001,N/A
12:17:48.088,T3X0_001,N/A
12:18:18.336,T3X0_001,N/A
12:18:48.631,T3X0_001,N/A
12:19:18.911,T3X0_001,N/A
12:19:49.190,T3X0_001,N/A
12:20:19.439,T3X0_001,N/A
12:20:49.718,T3X0_001,N/A
12:21:19.982,T3X0_001,N/A
12:21:50.246,T3X0_001,N/A
12:22:20.510,T3X0_001,N/A
12:22:50.806,T3X0_001,N/A
12:23:21.070,T3X0_001,N/A
12:23:51.334,T3X0_001,N/A
12:24:21.613,T3X0_001,N/A
12:24:51.877,T3X0_001,N/A
12:25:22.157,T3X0_001,N/A
12:25:52.421,T3X0_001,N/A
12:26:22.669,T3X0_001,N/A
12:26:52.933,T3X0_001,N/A
12:27:23.197,T3X0_001,N/A
12:27:53.461,T3X0_001,N/A
12:28:23.741,T3X0_001,N/A
12:28:54.005,T3X0_001,N/A
12:29:24.284,T3X0_001,N/A
12:29:54.548,T3X0_001,N/A
12:30:24.812,T3X0_001,N/A
12:30:55.092,T3X0_001,N/A
12:31:25.356,T3X0_001,N/A
12:31:55.620,T3X0_001,N/A
12:32:25.884,T3X0_001,N/A
12:32:56.148,T3X0_001,N/A
12:33:26.428,T3X0_001,N/A
12:33:56.692,T3X0_001,N/A
12:34:26.987,T3X0_001,N/A
12:34:57.251,T3X0_001,N/A
12:35:27.530,T3X0_001,N/A
12:35:57.810,T3X0_001,N/A
12:36:28.058,T3X0_001,N/A
12:36:58.338,T3X0_001,N/A
12:37:28.602,T3X0_001,N/A
12:37:58.850,T3X0_001,N/A
12:38:29.114,T3X0_001,N/A
12:38:59.378,T3X0_001,N/A
12:39:29.658,T3X0_001,N/A
12:39:59.922,T3X0_001,N/A
12:40:30.202,T3X0_001,N/A
12:41:00.466,T3X0_001,N/A
12:41:30.761,T3X0_001,N/A
12:42:01.009,T3X0_001,N/A
12:42:31.258,T3X0_001,N/A
12:43:01.537,T3X0_001,N/A
12:43:31.817,T3X0_001,N/A
12:44:02.096,T3X0_001,N/A
12:44:32.376,T3X0_001,N/A
12:45:02.656,T3X0_001,N/A
12:45:32.920,T3X0_001,N/A
12:46:03.184,T3X0_001,N/A
12:46:33.463,T3X0_001,N/A
12:47:03.727,T3X0_001,N/A
12:47:33.991,T3X0_001,N/A
12:48:04.271,T3X0_001,N/A
12:48:34.535,T3X0_001,N/A
12:49:04.814,T3X0_001,N/A
12:49:35.078,T3X0_001,N/A
12:50:05.358,T3X0_001,N/A
12:50:35.622,T3X0_001,N/A
12:51:05.902,T3X0_001,N/A
12:51:36.181,T3X0_001,N/A
