Time,Machine name,Batch,LT left temp,LT right temp,LT dwell,LT UPH,RT left temp,RT right temp,RT dwell,RT UPH
09:57:29.562,T7X0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,N/A
09:57:59.714,T7X0,N/A,025.8,023.1,N/A,N/A,017.1,019.6,200,N/A
09:58:29.780,T7X0,N/A,143.3,143.3,N/A,N/A,112.7,128.3,200,N/A
09:59:00.000,T7X0,N/A,162.1,154.1,N/A,N/A,165.9,159.2,200,N/A
09:59:30.320,T7X0,N/A,159.6,164.7,N/A,N/A,159.4,162.1,200,N/A
10:00:00.737,T7X0,N/A,161.6,165.9,N/A,N/A,158.9,159.0,200,N/A
10:00:30.996,T7X0,N/A,160.1,164.8,N/A,N/A,161.1,161.5,200,N/A
10:01:01.260,T7X0,N/A,161.1,161.1,N/A,N/A,159.8,159.3,200,N/A
10:01:31.519,T7X0,N/A,159.4,159.6,N/A,N/A,161.4,159.6,200,N/A
10:02:01.784,T7X0,N/A,161.5,163.0,N/A,N/A,159.8,161.9,200,N/A
10:02:32.061,T7X0,N/A,160.0,161.6,N/A,N/A,160.8,159.6,200,N/A
10:03:02.219,T7X0,N/A,159.7,160.5,N/A,N/A,159.5,160.7,200,N/A
10:03:32.439,T7X0,N/A,160.3,162.3,N/A,N/A,160.8,159.8,200,N/A
10:04:02.661,T7X0,N/A,160.3,161.6,N/A,N/A,159.6,161.0,200,N/A
10:04:33.113,T7X0,N/A,160.3,158.9,N/A,N/A,161.2,161.2,200,N/A
10:05:03.386,T7X0,N/A,160.9,162.2,N/A,N/A,160.2,159.9,200,N/A
10:05:33.634,T7X0,N/A,160.8,163.2,N/A,N/A,161.3,161.7,200,N/A
10:06:03.897,T7X0,N/A,159.5,161.0,N/A,N/A,160.2,160.0,200,N/A
10:06:34.152,T7X0,N/A,161.6,160.0,N/A,N/A,161.4,159.5,200,N/A
10:07:04.434,T7X0,N/A,160.3,162.5,N/A,N/A,161.2,161.1,200,N/A
10:07:34.687,T7X0,N/A,159.2,159.9,N/A,N/A,159.6,159.6,200,N/A
